ORG_EIN,ORG_NAME,STREET,CITY,STATE,ZIP,NTEE_CD,SORT_NAME
202087631,LA PINE COMMUNITY KITCHEN,PO BOX 813,LA PINE,OR,97739-0813,K30,NA
202146518,GIFT RELATIONSHIP INC,PO BOX 661721,SACRAMENTO,CA,95866-1721,K30,NA
202147597,3G HARVEST,6811 N MONROE ST,SPOKANE,WA,99208-4129,P20,NA
202218698,OGILVY AGUMENTATION COMPANY,8209 W 20TH ST STE A,GREELEY,CO,80634-4699,K20,NA
202253741,TUALATIN SCHOOL HOUSE FOOD PANTRY,PO BOX 248,TUALATIN,OR,97062-0248,K31,NA
202306277,NEW ROOTS URBAN FARM,1832 HOGAN ST,SAINT LOUIS,MO,63106-3016,K99,NA
202325306,MOHALA FARMS,PO BOX 204,WAIALUA,HI,96791-0204,K20,NA
202365320,CULTIVATE KANSAS CITY INC,4049 PENNSYLVANIA AVE STE 206,KANSAS CITY,MO,64111-3022,K20,NA
202384608,PHENAS KITCHEN INC,4001 INGLEWOOD AVE STE 101 PMB 147,REDONDO BEACH,CA,90278-1123,K30,NA
202387526,FLORIDA AGRIWOMEN INC,561 PLANTERS MANOR WAY,BRADENTON,FL,34212-2623,K20,NA
202493113,FAITH CAFE,5150 SW WATSON AVE,BEAVERTON,OR,97005-0505,K35,NA
202500649,LOVE IN ACTION OUTREACH,4607 DOWNMAN RD,NEW ORLEANS,LA,70126-3718,K31,NA
202517423,PACIFIC COAST MINIATURE HORSE CLUB,PO BOX 398,NORCO,CA,92860-0398,K20,NA
202564200,LONETREE MEMBERS ACCRETION COMPANY,16754 COUNTY ROAD 84,AULT,CO,80610-9684,K20,NA
202670086,YOUTHINACTION,740 EAST BLVD,CHIPLEY,FL,32428-2024,K30,NA
202685006,NEIGHBORS ORGANIZED AGAINST HUNGER,PO BOX 2955,ROHNERT PARK,CA,94927-2955,K30,NA
202737442,WESTMEADE UNITED APPEAL FUND INC,101 JOHNSTON ST SE,DECATUR,AL,35601-2330,K31,NA
202808129,SAUVIE ISLAND CENTER,PO BOX 10422,PORTLAND,OR,97296-0422,K99,NA
202905244,MITCHELL COUNTY FOOD BANK AND HELP CENTER INC,PO BOX 107,PELHAM,GA,31779-0107,K31,NA
202930783,MEDINA SENIOR CENTER INC,PO BOX 904,HONDO,TX,78861-0904,K36,NA
202933061,MANATEE COUNTY FRIENDS OF EXTENSION INC,1303 17TH ST W,PALMETTO,FL,34221-2934,K20,NA
202974172,FRIENDS OF THE MARKET INC,1130 22ND ST S STE 3500,BIRMINGHAM,AL,35205-2885,K99,NA
203062024,MERIDIAN FOOD BANK INC,133 W BROADWAY AVE,MERIDIAN,ID,83642-2522,K31,NA
203109607,KBO CRAB COOPERATIVE,PO BOX 646,BOTHELL,WA,98041-0646,K20,NA
203202277,GLOBAL RELIEF INTERNATIONAL,5140 ELKHORN BLVD,SACRAMENTO,CA,95842-2505,K30,NA
203225739,ORANGE COUNTYS YOUTH,3230 ARENA BLVD STE 245 PMB 416,SACRAMENTO,CA,95834-3004,K30,NA
203264072,ISRAEL KOSHER FOOD RELIEF FUND,6300 WILSHIRE BLVD STE 2030,LOS ANGELES,CA,90048-5268,P60,NA
203264905,SCHULENBURG AREA FOOD PANTRY,PO BOX 146,SCHULENBURG,TX,78956-0146,K31,NA
203399874,GROWING AGRICULTURAL AWARENESS THROUGH EDUCATION FOUNDATION INC,PO BOX 1846,BUELLTON,CA,93427-1846,K20,NA
203427202,TRI STATE FOOD PANTRY INC,PO BOX 213,TRENTON,GA,30752-0213,K31,NA
203447329,CENTRAL COAST AG NETWORK INC,1221 CALLE JOAQUIN,SAN LUIS OBISPO,CA,93405-0000,K99,CCAN
203468991,BERING SEA CRAB COOPERATIVE,PO BOX 485,CARSON,WA,98610-0485,K20,NA
203550306,LIVINGSTON FOOD PANTRY OF PARK COUNTY,202 S 2ND ST,LIVINGSTON,MT,59047-3002,K31,NA
203558740,NEVADA COUNTY FAIRGROUNDS FOUNDATION INC,101 W MCKNIGHT WAY STE B PMB 106,GRASS VALLEY,CA,95949-9613,K11,NA
203565376,HARVESTFIELD UNITED APPEAL FUND INC,4533 RAINBOW DR,RAINBOW CITY,AL,35906-9291,P20,NA
203579283,COMMUNITY LINK MISSION INC,300 BELMONT ST,SAGINAW,TX,76179-1617,K31,NA
203613789,SEA ISLE SUPREME GROWERS ASSOCIATION INC,PO BOX 725,HOBE SOUND,FL,33475-0725,K20,NA
203670494,PHELPS COUNTY FAITH DISTRIBUTION INC,12684 S US HIGHWAY 63,ROLLA,MO,65401-7502,K31,NA
203686965,THE CAMBRIDGE FOUNDATION INC,1954 AIRPORT ROAD STE 1164,ATLANTA,GA,30341-4956,K30,NA
203699480,FAIRHOPE UNITED APPEAL FUND INC,300 S SECTION ST,FAIRHOPE,AL,36532-1824,K31,MITCHELL RON PRES
203700295,EAST TEXAS FOOD BANK FOUNDATION INC,3201 ROBERTSON RD,TYLER,TX,75701-2532,K31,NA
203756075,TURKEY BOX FUND INC,677 S WOODRUFF AVE,IDAHO FALLS,ID,83401-5596,K31,NA
203790612,TEXAS MASTER GARDENER ASSOCIATION INC,100 WEST HOUSTON STREET,SHERMAN,TX,75090-6019,K20,GRAYSON COUNTY MASTER GARDENERS
203795067,WINTERHAVEN PUBLIC EVENTSINCORPORATED,PO BOX 42634,TUCSON,AZ,85733-2634,K31,NA
203832521,HARVEST HOUSE MINISTRIES INC,PO BOX 890074,OKLAHOMA CITY,OK,73189-0074,P20,NA
203875456,WYOMING WEED MANAGEMENT ASSOCIATION,2229 W BEND AVE,RIVERTON,WY,82501-2241,K20,NA
203899725,BECAUSE HE LIVES OUTREACH MINISTRY,2115 CITRUS BLVD STE B,LEESBURG,FL,34748-3011,K31,NA
203902314,FRIENDS OF THE SUN RIVER VALLEYFOOD DRIVE,PO BOX 398,SIMMS,MT,59477-0398,K30,NA
203940778,ANJALI ENVIRONMENTAL AND HUMANITARIAN FOUNDATION,131 N ORLANDO AVE APT 301,LOS ANGELES,CA,90048-3446,K20,NA
203960672,CENTRAL KANSAS WATER BANK ASSOCIATION,125 S MAIN ST,STAFFORD,KS,67578-1429,K20,NA
203967809,OREGON COUNTY FOOD PANTRY,2 CEMETERY LN,THAYER,MO,65791-7547,K31,NA
204006105,COLORADO FARM TO TABLE INC,PO BOX 826,SALIDA,CO,81201-0826,K30,NA
204011922,COLORADO PONY OF THE AMERICAS CLUBINC,23743 I 76 FRONTAGE RD,HUDSON,CO,80642-9100,K20,NA
204014362,OLSON INST OF AGRICULTURE & EDUCATION,1624 N RAVEN LN,ST GEORGE,UT,84770-6159,K12,NA
204058198,NEXT CHAPTER FOOD PANTRY,762 SW 5TH ST,ONTARIO,OR,97914-3416,K30,NA
204067014,WESTSIDE GOOD NEIGHBOR CENTER,3500 WEST 13TH ST NORTH,WICHITA,KS,67203-0000,K31,NA
204130066,NANCYS PROJECT,PO BOX 1,MONTEREY,CA,93942-0001,K31,NA
204151160,PRAYER OF FAITH MINISTRIES,PO BOX 66192,MOBILE,AL,36660-1192,K35,PRAYER OF FAITH MINISTRIES
204226894,SECOR,17151 PINE LN,PARKER,CO,80134-6561,K31,SECORCARES
204315642,RIO VISTA MINISTRY INC,1105 AIRPORT RD STE A,RIO VISTA,CA,94571-1267,K31,NA
204317976,FRIENDS OF THE BONHAM SNAP CENTER INC,210 E 6TH ST,BONHAM,TX,75418-3730,K30,NA
204326023,HELPING YOU FAMILY SERVICES INC,1135 S TRURO AVE,INGLEWOOD,CA,90301-3734,K31,NA
204355066,LUNCHES FOR LEARNING INCORPORATED,6670 VAUGHN RD,MONTGOMERY,AL,36116-1203,K30,NA
204370555,CALHOUN YOUTH AG FUND,1060 INGRAM WELLS RD,OHATCHEE,AL,36271-7486,K20,NA
204374795,JACOBS & CUSHMAN SAN DIEGO FOOD BANK,9850 DISTRIBUTION AVE,SAN DIEGO,CA,92121-2320,K31,NA
204431939,CHOCTAW CHURCH OF CHRIST FOOD PANTRY,PO BOX 75,CHOCTAW,AR,72028-0075,K31,NA
204510578,GRAINS FOR HOPE FOUNDATION,658 220TH ST,FAIRVIEW,KS,66425-9666,K30,NA
204612126,ACF-SMOKY MOUNTAIN CHAPTER,PO BOX 1192,SEYMOUR,TN,37865-1192,K12,SMOKY MOUNTAIN CHAPTER
204641665,URBAN GLEANERS,15 SE 6TH AVE,PORTLAND,OR,97214-1134,K30,NA
204667882,CAMERON FOOD PANTRY,121 W 3RD ST,CAMERON,MO,64429-1708,K31,NA
204738028,NAMPA FARMERS MARKET,PO BOX 332,NAMPA,ID,83653-0332,K19,NA
204751490,HELPING HANDS CARING HEARTS INC,809 W SOUTH ST,BENTON,AR,72015-4161,K31,NA
204813560,SPOKEN CHOICE MINISTRIES INC,PO BOX 3525,KINGSPORT,TN,37664-0525,K30,NA
204852128,HANDS OUTSTRETCHED PURSUING EXCELLENCE ENTERPRISES INC,3505 MAID MARIAN CIR,KILLEEN,TX,76549-4577,K35,NA
204896018,LAMAR METRO CLUB INC,PO BOX 190,LAMAR,MO,64759-0190,K30,NA
204915575,WESTERN COLORADO FOOD ANDAGRICULTURE COUNCIL,PO BOX 3152,MONTROSE,CO,81402-3152,K300,NA
204923629,TEN RIVER FOOD WEB,PO BOX 2680,CORVALLIS,OR,97339-3007,K20,NA
204947004,ARKANSAS WOMEN IN AGRICULTURE INC,PO BOX 55512,LITTLE ROCK,AR,72215-5512,K20,NA
204972976,HARVEST FOR THE HUNGRY INC,13627 SANTA FE RD,BOONVILLE,MO,65233-2606,K30,NA
205045944,5 LOAVES MINISTRY INC,23811 WASHINGTON AVE STE C110,MURRIETA,CA,92562-2277,K30,NA
205066851,MIDDLETON FOOD PANTRY,PO BOX 100,MIDDLETON,ID,83644-0100,K31,NA
205110615,FRIENDS WITHOUT BORDERS,PO BOX 118740,CARROLLTON,TX,75011-8740,K31,NA
205149250,WESTERN ORGANIC DAIRY PRODUCERSALLIANCE,2485 NOTRE DAME BLVD STE 370-162,CHICO,CA,95928-7163,K20,NA
205178244,EASTERN PLAINS REINING HORSE ASSOC,PO BOX 874,KIOWA,CO,80117-0874,K20,NA
205209547,MEALS ON WHEELS OF PALO PINTOCOUNTY INC,1410 SE MARTIN LUTHER KING JR ST,MINERAL WELLS,TX,76067-6112,K36,NA
205210242,CARBONDALE FARMERS MARKET,PO BOX 792,CARBONDALE,CO,81623-0792,K20,NA
205268568,PASO ROBLES HIGHWAY 46 WESTWINERIES,2985 ANDERSON RD,PASO ROBLES,CA,93446-6610,K20,NA
205401832,FARMS OF TUOLUMNE COUNTY,PO BOX 315,SOULSBYVILLE,CA,95372-0315,K20,NA
205490464,GODS GRACE INC,PO BOX 324,GUERNEVILLE,CA,95446-0324,K30,NA
205496121,NORTH MASON COALITION OF CHURCHES AND COMMUNITY,PO BOX 1331,BELFAIR,WA,98528-1331,K30,NA
205505287,LIGHTHOUSE FOOD PANTRY MINISTRY,151 WADE RD SW,TAYLORSVILLE,GA,30178-1414,K31,NA
205514127,PEGGY BEATRICE FOUNDATION,5225 BLAKESLEE AVE APT 260,N HOLLYWOOD,CA,91601-3244,K31,NA
205609771,ARTISAN CHEESE FESTIVAL,PO BOX 11264,SANTA ROSA,CA,95406-1264,K20,NA
205649324,FEED OUR CHILDREN,8400 CARDINAL LN,N RICHLND HLS,TX,76182-4101,K30,NA
205698092,FAT CITY FARMERS INC,PO BOX 995,BASALT,CO,81621-0995,K20,FAT CITY FARMS
205723799,KITCHEN ON THE STREET INC,2650 E MOHAWK BLDG 3,PHOENIX,AZ,85050-4638,K31,NA
205725475,COLUMBIA FALLS FOOD BANK,PO BOX 1081,COLUMBIA FLS,MT,59912-1081,K31,NA
205794189,OREGON FARMERS MARKETS ASSOCIATION,PO BOX 10621,PORTLAND,OR,97296-0621,K93,NA
205806537,BROTHERS HELPERS INC,215 FOOTHILL BLVD,LA CANADA FLT,CA,91011-3708,K30,NA
205856078,CHRISTIAN ON A MISSION INC,14640 125TH AVE N,WEST PALM BCH,FL,33418-7907,K30,NA
205886345,ZAREPHATH MINISTRIES,PO BOX 1516,GRESHAM,OR,97030-0505,K30,NA
205927625,NORTH AMERICAN SARRACENIA CONSERVANCY,121 MILLER ST,CARL JUNCTION,MO,64834-9465,K20,NA
205935039,LIFETIME ROYAL CIRCLE INC,3383 ROGERS BRIDGE ROAD STE 401B,DULUTH,GA,30097-0000,K31,NA
205978670,DETROIT FOOD PANTRY,PO BOX 151,DETROIT,TX,75436-0151,K31,NA
208031304,WHITE DEER-SKELLYTOWN LIGHTHOUSE FOOD PANTRY INC,PO BOX 812,WHITE DEER,TX,79097-0812,K31,NA
208043130,GLEANING NETWORK OF TEXAS,PO BOX 7103,DALLAS,TX,75209-0103,K30,NA
208066325,LOVING LIBBIE MEMORIAL FOUNDATION,4811 E SAINT ELMO RD,AUSTIN,TX,78744-2022,K30,NA
208128320,YHWH CHARITY INC,PO BOX 267481,FT LAUDERDALE,FL,33326-7481,K30,I AM CHARITY
208161079,WEST SEATTLE GARDEN TOUR,PO BOX 16712,SEATTLE,WA,98116-0712,K11,NA
208169129,KITSAP COMMUNITY AND AGRICULTURALALLIANCE,PO BOX 142,POULSBO,WA,98370-0142,K20,NA
208175643,SOUTHEASTERN PECAN GROWERS ASSOCIATION INC,248 W DOUBLEGATE DR,ALBANY,GA,31721-6301,K20,NA
208195963,SUSTAINABLE ORGANIC INTEGRATED LIVELIHOODS,5015 MADISON AVENUE UNIT 202,SACRAMENTO,CA,95841-5600,K99,SOIL
208197462,GUNNISON COUNTRY FOOD PANTRY,114 S 14TH ST STE 1,GUNNISON,CO,81230-3169,P20,NA
208199146,MADISON COUNTY AG CENTER INC,PO BOX 187,DANIELSVILLE,GA,30633-0187,K20,NA
208233092,LA ISLA SERVICE CORPORATION,801 S ANGEL LIGHT DR,SPICEWOOD,TX,78669-6806,K20,NA
208234466,HEARTLAND FOOD RESERVOIR INC,PO BOX 249,SEBRING,FL,33871-0249,K30,NA
208277679,SHEPHERDS PANTRY,657 E ARROW HWY STE J,GLENDORA,CA,91740-6013,K30,NA
208379199,LIGHT THE WAY INTERNATIONAL INC,PO BOX 196,SMELTERVILLE,ID,83868-0196,K31,NA
208562623,ORTING FOOD BANK INC,PO BOX 1877,ORTING,WA,98360-1877,K31,NA
208565674,ELGIN FOOD BANK INC,PO BOX 1141,ELGIN,OR,97827-1141,K31,NA
208569637,ANGELS OF GOD,2801 NE 158TH AVE,VANCOUVER,WA,98682-7344,K30,NA
208681365,JONAHS PLACE INC,404 LORAIN ST,BIRMINGHAM,AL,35224-1469,K30,NA
208692319,GOOD SAMARITAN OUTREACH INCORPORATED,125 W LANCASTER RD,ORLANDO,FL,32809-4952,K31,NA
208734514,NAR INCORPORATED,4602 S BUSINESS HIGHWAY 281,EDINBURG,TX,78539-7279,K30,NA
208792408,ADVOCATES FOR HEALTHY LIVING INC,PO BOX 262,SAN DIMAS,CA,91773-0262,K99,NA
208885445,COMMUNITY CONNECTIONS OF ATLANTAINCORPORATED,P O BOX 87068,STONE MOUNTAIN,GA,30087-0000,K31,NA
208921012,FARM POLICY FACTS,PO BOX 91061,AUSTIN,TX,78709-1061,K20,NA
222224144,THE ZARA PROJECT,8040 W FAIRVIEW AVE,LITTLETON,CO,80128-8255,K31,NA
222671558,ATLANTIS RESEARCH FOUNDATION INC,PO BOX 685,CYPRESS,TX,77410-0685,K30,NA
223867347,CCOF CERTIFICATION SERVICES LLC,877 CEDAR STREET,SANTA CRUZ,CA,95060-3938,K20,NA
223874004,FLORIDA CATTLEMENS COUNTY ASSOCIATION INC,1322 SW 12TH AVE,GAINESVILLE,FL,32608-1102,K20,ALACHUA COUNTY CATTLEMENS ASSOCIATI
223903472,VALLEY PARK MEALS ON WHEELS INC,18185 COUNTRY TRAILS CT,WILDWOOD,MO,63038-1218,K36,NA
223969109,TENNESSEE FOOD ON FOOT FOUNDATION INC,105 SCENIC VIEW DR,TALBOTT,TN,37877-3850,K31,NA
233049276,SOUTH AFRICA COMMUNITY FUND INC,223 N MAIN ST,COLFAX,WA,99111-1816,K30,NA
237024813,MEMPHIS AREA PROJECT-SOUTH MAP SOUTH INC,1244 NEPTUNE ST,MEMPHIS,TN,38106-3312,K300,NA
237034013,LEISURE ACRES MUTUAL WATER CO,PO BOX 1183,NORTH FORK,CA,93643-1183,K20,NA
237047914,SOUTH WHIDBEY GOOD CHEER INC,PO BOX 144,LANGLEY,WA,98260-0144,K31Z,NA
237051888,DALLAS COUNTY FARM BUREAU,PO BOX 968,FORDYCE,AR,71742-0968,K20,NA
237053087,HUERFANO COUNTY FARM BUREAU,1250 COUNTY ROAD 450,LA VETA,CO,81055-9688,K20,NA
237066062,WASHINGTON COUNTY LIVESTOCK ASSOCIATION,PO BOX 3,FOREST GROVE,OR,97116-0003,K20,NA
237069261,OREGON WOMEN FOR AGRICULTURE,630 HICKORY ST NW STE 120 PMB 50,ALBANY,OR,97321-1777,K20,NA
237098715,GOLDEN PANTRY AND THRIFT INC,1401 FORD ST,GOLDEN,CO,80401-1948,K31,NA
237111782,YOLO FOOD BANK,233 HARTER AVE,WOODLAND,CA,95776-5917,K31Z,NA
237112064,REDLANDS MEALS ON WHEELS INC,PO BOX 929,REDLANDS,CA,92373-0281,K36Z,NA
237116630,MEALS ON WHEELS FOR FORT COLLINS COLORADO INC,1217 E ELIZABETH ST STE 11,FORT COLLINS,CO,80524-4040,K36Z,NA
237146904,JUNIPER HEIGHTS IMPROVEMENT DISTRICT NO 1 INC,2153 SE KYLE RD,PRINEVILLE,OR,97754-7857,K20,NA
237157579,MOBILE MEALS OF SOUTHERN ARIZONA,3355 S 6TH AVE,TUCSON,AZ,85713-6103,K36Z,NA
237173826,SECOND HARVEST INLAND NORTHWEST,1234 E FRONT AVE,SPOKANE,WA,99202-2148,K31,NA
237204226,BAKER COUNTY COWBELLES,2790 MAIN ST,BAKER CITY,OR,97814-2053,K20,NA
237215590,GRANT COUNTY CATTLEMENS ASSOCIATION,1525 E WHEELER RD,MOSES LAKE,WA,98837-9753,K99,NA
237255167,FRANKLIN COUNTY FARM BUREAU INC,30 ARIES DR,PASCO,WA,99301-8797,K20,NA
237255411,GRANT PARISH FARM BUREAU,1870 HIGHWAY 492,COLFAX,LA,71417-5442,K20,NA
237261598,FISH OF EAST DENVER INC,790 S CORONA ST,DENVER,CO,80209-4408,K31,NA
237270167,LAWRENCE MEALS ON WHEELS,2121 KASOLD DR STE B,LAWRENCE,KS,66047-2204,K36Z,NA
237294831,NATIONAL AGRIMARKETING ASSOCIATION BADGER CHAPTER,8700 STATE LINE RD STE 105,LEAWOOD,KS,66206-1500,K99,NA
237297780,ALTADENA MEALS ON WHEELS,PO BOX 742,ALTADENA,CA,91003-0742,K36Z,NA
237297837,THURSTON COUNTY FOOD BANK,220 THURSTON AVE NE,OLYMPIA,WA,98501-1138,K31Z,NA
237313019,MEALS ON WHEELS MINISTRY INC,3001 ROBERTSON RD,TYLER,TX,75701-2507,K36Z,LYNN CULVERHOUSE
237353532,ST MARYS FOOD BANK ALLIANCE,2831 N 31ST AVE,PHOENIX,AZ,85009-1518,K31,NA
237354583,AMERICAN IRIS SOCIETY,682 HUNTLEY HEIGHTS DR,BALLWIN,MO,63021-5878,K20,GREATER ST LOUIS IRIS SOCIETY
237414316,LYONS MEALS ON WHEELS INC,619 S CLARK AVE,LYONS,KS,67554-3003,K36,NA
237433920,MEALS ON WHEELS OF SEDALIA,2304 W BROADWAY 333,SEDALIA,MO,65301-2523,K36Z,NA
237529709,CALIFORNIA GUILD,PO BOX 404,DANVILLE,CA,94526-0404,K19,DANVILLE GUILD
244142384,LOAVES & FISHES COMMUNITY SOUP KITCHEN OF COLUMBUS,PO BOX 441,COLUMBUS,MS,39703-0441,K35,NA
251919179,PALOLO VALLEY AGRICULTURAL DISTRICT ASSOCIATION,2801 LAI RD APT M,HONOLULU,HI,96816-3549,K20,NA
260028901,TARKIO WESTBORO COMMUNITY CARE CENTER INC,315 MAIN ST,TARKIO,MO,64491-1542,K31,NA
260046978,FAIRVIEW COMMUNITY CENTER INC,PO BOX 183,REKLAW,TX,75784-0183,K34,DON C CRAWFORD
260058039,LIFEBUILDERS INTERNATIONAL INC,1384 CORPORATE SQUARE DR,SLIDELL,LA,70458-3153,K30,NA
260074820,STOREHOUSE COMMUNITY FOOD PANTRY,PO BOX 820914,VICKSBURG,MS,39182-0914,K31,NA
260164124,LOAVES AND FISHES COMMUNITY DEVELOPMENT CORPORATION,PO BOX 267,HAGERMAN,NM,88232-0267,K31,NA
260211983,FOOD BANK OF THE ROCKIES ENDOWMENTFUND,10700 E 45TH AVE,DENVER,CO,80239-2906,K31,NA
260215236,LANDER CARE AND SHARE FOOD BANK,281 GARFIELD ST,LANDER,WY,82520-3121,K31,NA
260240331,HOPE NETWORK OF RAYTOWN,10500 EAST 350 HIGHWAY,KANSAS CITY,MO,64138-1811,K30,NA
260285456,SYNAGOGUE CENTER,1408 STATE ST W,JACKSONVILLE,FL,32209-7639,K30,NA
260312358,MY PANTRYS FULL,2420 W IRVING BLVD STE 125,IRVING,TX,75061-4273,P60,NA
260341890,CRESTED BUTTE FARMERS MARKET,PO BOX 2241,CRESTED BUTTE,CO,81224-2241,K93,NA
260343102,DESTIN HARVEST INC,625 HARBOR BLVD STE 9,DESTIN,FL,32541-2470,P20,NA
260349475,THE FOOD BASKET INC,40 HOLOMUA ST,HILO,HI,96720-5102,K31,NA
260413622,HOUSTON COUNTY FAIR INC,PO BOX 188,ERIN,TN,37061-0188,K20,NA
260434342,STAMP OUT STARVATION INC,PO BOX 344,CHEROKEE,OK,73728-0344,K31,NA
260440867,PROMOTING LOCAL AGRICULTURE ANDCULTURAL EXPERIENCES INC,240 BRICKLEBERRY RDG,ATHENS,GA,30605-5716,K20,NA
260453894,COMIDAS CONSULTING SERVICES,14493 S PADRE ISLAND DR STE A PMB 4,CORP CHRISTI,TX,78418-5939,K30,NA
260457477,FEEDING SAN DIEGO,9477 WAPLES STSTE 100,SAN DIEGO,CA,92121-0000,K30,NA
260461575,DUNNELLON FOOD-4-KIDS INC,20625 W PENNSYLVANIA AVE,DUNNELLON,FL,34431-6737,K30,NA
260523970,HE WILL PROVIDE INCORPORATED,PO BOX 3445,SEWARD,AK,99664-3445,K31,NA
260603535,SHELBY COUNTY COOKERS,1105 COUNTY ROAD 4314,TENAHA,TX,75974-3011,K30,NA
260639538,HAWAII AGRICULTURAL FOUNDATION,3538 WAIALAE AVE STE 203,HONOLULU,HI,96816-2742,K20,NA
260650872,CHATTANOOGA ACADEMY OF NUTRITION AND DIETETICS,808 GLAMIS CIR,SIGNAL MTN,TN,37377-1928,K99,NA
260667324,GREAT PLAINS CANOLA ASSOCIATION INCORPORATED,PO BOX 2106,STILLWATER,OK,74076-2106,K20,NA
260696720,BELT FOOD BANK,PO BOX 575,BELT,MT,59412-0575,K31,NA
260761344,KIDS ACROSS CULTURES A NON-PROFITCORPORATION,273 COUNTY ROAD 527,DUBLIN,TX,76446-7441,K31,NA
260770022,DATRAMS CONSULTING FIRM INC,PO BOX 183174,ARLINGTON,TX,76096-3174,K30,NA
260789846,CUMBY FOOD PANTRY,PO BOX 104,CUMBY,TX,75433-0104,K31,NA
260801765,GODS MARKETPLACE INC,PO BOX 176,WASHINGTON,GA,30673-0176,K31,NA
260823326,BEVERLY J SEARLES FOUNDATION,5030 NESBIT FERRY LN,SANDY SPRINGS,GA,30350-1116,K36,NA
260830215,MARBLE CITY COMMUNITY FOOD PANTRY,PO BOX 263,MARBLE CITY,OK,74945-0263,P20,NA
260841591,VALLEY COUNTY FARM BUREAU INC,13381 SHIMMERING COVE LN,MCCALL,ID,83638-5149,K20,VALLEY - ADAMS COUNTY FARM BUREAU
260853465,HOLLADAY COMMUNITY GARDEN,PO BOX 220101,CENTERFIELD,UT,84622-0101,K30,NA
260872416,HUGHES CHRISTIAN OUTREACHMINISTRIES,201 BLACKWOOD STREET,HUGHES,AR,72348-0000,K31,NA
260875038,WILTON MANORS TASTE OF THE ISLAND INC,2435 N DIXIE HWY,WILTON MANORS,FL,33305-2239,K99,NA
260881347,PAUL DRAYTON LODGE 9,3223 LAGOW ST,DALLAS,TX,75210-1746,K31,LODGE 9
260901943,ENTIAT VALLEY COMMUNITY SERVICESFOODBANK,PO BOX 697,ENTIAT,WA,98822-0697,K31,NA
260905151,HARVEST HOME MINISTRIES,255 EASTSIDE CHEWUCH RD,WINTHROP,WA,98862-9718,P20,NA
261094875,THREE RIVERS BREAD BASKET,PO BOX 44,THREE RIVERS,CA,93271-0044,K31,NA
261118529,KANSAS WHEAT ALLIANCE INC,1990 KIMBALL AVE STE 200,MANHATTAN,KS,66502-3323,K20,NA
261129663,COALITION FOR A SUSTAINABLE DELTA,643 J ST,LOS BANOS,CA,93635-4224,K20,NA
261146481,ZION HARVEST,PO BOX 733,SPRINGDALE,UT,84767-0733,K20,NA
261148945,UMPQUA VALLEY WINEGROWERS ASSOCIATION,PO BOX 447,ROSEBURG,OR,97470-0106,K20,NA
261158518,HELPING HEARTS INTERNATIONAL,PO BOX 1315,HUNTINGTN BCH,CA,92647-1315,K30,NA
261235369,COMPASSION FOOD MINISTRY OF MISSISSIPPI INC,341 COUNTY ROAD 485,WATER VALLEY,MS,38965-2873,K31,COMPASSION FOOD MINISTRY
261249638,COOKIE PROJECT HONDURAS INC,3177 CHURCH STREET,SLAUGHTER,LA,70777-0000,K30,NA
261252589,REAL BREAD OUTREACH,561 DOGWOOD HILLS LN,CANTON,GA,30115-7154,K34,NA
261275423,BELMONT HEIGHTS ESTATES RESIDENT ASSOCIATION,2007 E 26TH AVE UNIT B,TAMPA,FL,33605-2363,K30,NA
261315791,NEVADAGROWN,3420 4TH ST,SPARKS,NV,89431-1222,K99,NA
261365655,CABOT CHRISTMAS ALLIANCE INC,PO BOX 821,CABOT,AR,72023-0821,K30,NA
261404244,JCAA FOUNDATION INC,1411 GULF RD,TARPON SPGS,FL,34689-2714,K11,NA
261467206,HOWARD COUNTY JUNIOR LIVESTOCK ASSOCIATION,PO BOX 3594,BIG SPRING,TX,79721-3594,K20,NA
261478777,EDIBLE PLANET,203 29TH LN,PUEBLO,CO,81006-9636,K99,NA
261552096,NU3 FOUNDATION INC,19195 MYSTIC POINTE DR PH 9,AVENTURA,FL,33180-4545,K30,NA
261575331,NEIGHBORS HELPING NEIGHBORS,PO BOX 371,BOONVILLE,MO,65233-0371,K30,NA
261596313,QUAKER OAKS FARM,17216 AVENUE 296,VISALIA,CA,93292-9601,K20,NA
261669496,PAZ DE CRISTO COMMUNITY CENTER,424 W BROADWAY RD,MESA,AZ,85210-1208,K30,NA
261737554,PROJECT HOPE FOOD BANK INC,PO BOX 39,HOT SPRINGS,AR,71902-0039,K31,NA
261743952,FOOD EMPOWERMENT PROJECT,PO BOX 13425,SN LUIS OBISP,CA,93406-3425,K30,NA
261757547,KANSAS HUNTERS FEEDING THE HUNGRY INC,17811 DONAHOO RD,TONGANOXIE,KS,66086-5309,K30,NA
261803178,WORLDS KITCHEN FOR ALL CORP,355 W OAKLAND PARK BLVD,WILTON MANORS,FL,33311-1709,K30,NA
261845195,PORT ST JOE SALTAIR FARMERS MARKET INC,2005 GARRISON AVE,PORT ST JOE,FL,32456-2215,K30,NA
261867757,JOURNEY COMMUNITY CARE CENTER,4740 W 105TH DR,WESTMINSTER,CO,80031-1974,K30,THE JOURNEY
261877201,AFRICAN MINISTRIES INTERNATIONAL,83 N AVONDALE ST,AMARILLO,TX,79106-4103,K30,MISSIONS TO AFRICA
261965318,WEST FELICIANA FOOD PANTRY INC,PO BOX 1357,ST FRANCISVLE,LA,70775-1357,K31,NA
